pseudogene_id	chrom	start	end	strand	parent_protein	frameshifts	insertions	deletions	stop_codons	exon_count	coverage	identity	evalue
PG1041	CP002684.1	15616527	15616990	-	AEE31913.1	0	2	0	0	2	0.10	0.75	8.3e-12
PG1042	CP002684.1	15617580	15621178	-	AEE31908.1	0	2	2	4	2	0.77	0.53	1e-31
PG1043	CP002684.1	15622151	15622563	-	AEC06131.1	1	4	1	0	1	0.26	0.33	1.9e-21
PG1044	CP002684.1	15625599	15626006	+	AED94059.1	0	0	5	3	1	0.39	0.29	2.8e-16
PG1045	CP002684.1	15626792	15627951	+	AEE31993.1	0	1	7	0	2	0.64	0.30	3.7e-27
PG1046	CP002684.1	15627961	15628350	+	AEE84338.1	0	1	7	0	1	0.36	0.32	3e-21
PG1047	CP002684.1	15628791	15631946	+	AEE85585.1	8	20	20	5	3	0.87	0.31	1.1e-33
PG1048	CP002684.1	15633070	15634185	+	AEE84164.1	2	15	2	4	1	0.99	0.58	1.9e-39
PG1049	CP002684.1	15634230	15634472	+	AED90297.1	0	2	1	1	1	0.43	0.49	1.9e-18
PG1050	CP002684.1	15639279	15639647	-	AEE31709.1	1	1	0	1	2	0.31	0.91	2.8e-12
PG1051	CP002684.1	15647587	15648858	-	AEE82595.1	0	1	0	1	3	0.42	0.69	5.9e-17
PG1052	CP002684.1	15652904	15656358	-	AEC09272.1	1	1	0	1	6	0.94	0.81	3e-47
PG1053	CP002684.1	15658699	15659980	+	ANM66829.1	4	7	5	2	2	0.42	0.37	3.3e-48
PG1054	CP002684.1	15665097	15665369	+	ANM70864.1	0	1	0	1	1	0.51	0.39	4.1e-21
PG1055	CP002684.1	15668168	15668428	+	AED96030.1	0	0	0	1	1	0.27	0.32	9.2e-14
PG1056	CP002684.1	15672657	15673115	-	AED93885.1	0	6	5	0	1	0.20	0.30	1e-15
PG1058	CP002684.1	15677327	15677432	+	AEC06017.1	1	1	0	0	1	0.13	0.94	3e-18
PG1059	CP002684.1	15680690	15680977	-	AEC06013.1	0	1	0	0	1	0.16	0.78	3.1e-24
PG1060	CP002684.1	15688056	15688367	-	AEE32471.1	0	0	2	2	1	0.21	0.32	2.7e-12
PG1061	CP002684.1	15689943	15690755	+	AEE82537.1	0	5	0	13	4	0.23	0.69	4e-18
PG1062	CP002684.1	15690858	15691234	-	AEE82595.1	0	0	2	0	2	0.23	0.61	9.3e-17
PG1063	CP002684.1	15701974	15702172	+	AEE77799.1	2	4	0	2	1	0.25	0.85	7.8e-30
PG1064	CP002684.1	15702355	15702829	-	AEE31914.1	2	11	0	0	1	0.99	0.82	1.1e-56
PG1065	CP002684.1	15703334	15703612	-	AEE83263.1	0	4	4	0	1	0.43	0.34	0.0069
PG1066	CP002684.1	15704250	15714108	-	AEE31913.1	0	2	0	2	3	0.10	0.69	3e-11
PG1067	CP002684.1	15714665	15714881	-	AEE31908.1	1	1	4	1	1	0.18	0.64	4.2e-17
PG1068	CP002684.1	15715357	15715581	-	AEE82562.1	0	3	0	1	1	0.22	0.37	2.7e-13
PG1069	CP002684.1	15716339	15716537	+	AEE77799.1	2	4	0	0	1	0.25	0.88	1.5e-29
PG1070	CP002684.1	15720209	15720601	-	AEC09272.1	0	0	0	1	2	0.24	0.83	9.9e-45
PG1071	CP002684.1	15722923	15724353	+	ANM66829.1	3	12	8	2	1	0.46	0.35	5e-66
PG1072	CP002684.1	15725589	15727252	+	AEE77728.1	0	7	2	0	2	0.73	0.33	1.4e-36
PG1073	CP002684.1	15736622	15742347	-	AEC06002.1	5	5	1	0	2	0.59	0.77	2.2e-25
PG1074	CP002684.1	15747263	15748057	+	AEE31906.1	1	36	0	15	4	0.51	0.57	8.7e-20
PG1075	CP002684.1	15748179	15748542	-	AEE82595.1	1	1	0	0	2	0.22	0.70	6.3e-16
PG1076	CP002684.1	15757964	15760159	-	AEE31914.1	0	8	4	1	2	0.99	0.83	6.7e-62
PG1078	CP002684.1	15765230	15765678	-	AEE29616.1	1	1	0	2	1	0.21	0.78	5.6e-62
PG1079	CP002684.1	15770764	15771096	+	ANM65688.1	0	1	0	3	1	0.23	0.55	9.3e-34
PG1080	CP002684.1	15771960	15772055	-	AEC06002.1	0	0	0	2	1	0.28	0.76	1.1e-14
PG1081	CP002684.1	15778582	15779055	+	ANM66075.1	1	1	0	1	2	0.90	0.80	7.7e-44
PG1082	CP002684.1	15784555	15790252	+	AEE77700.1	0	0	0	3	2	0.16	0.74	3.6e-13
PG1083	CP002684.1	15791353	15791458	+	AEC06017.1	1	1	0	0	1	0.13	0.83	2.3e-16
PG1084	CP002684.1	15791530	15791762	-	AEE31908.1	1	5	0	0	1	0.17	0.72	3.3e-24
PG1085	CP002684.1	15810950	15811153	-	AEC06002.1	0	0	0	1	1	0.59	0.56	2.6e-25
PG1086	CP002684.1	15812194	15812562	-	AEE77706.1	0	4	21	0	1	0.65	0.28	2.1e-09
PG1087	CP002684.1	15813928	15816976	-	ANM66829.1	0	1	1	3	2	0.39	0.45	3.2e-25
PG1088	CP002684.1	15817022	15817153	+	AEC06002.1	0	3	0	1	1	0.35	0.60	8.7e-14
PG1089	CP002684.1	15819647	15819778	+	ANM62518.1	0	0	9	2	1	0.14	0.54	3.1e-11
PG1090	CP002684.1	15821474	15821551	+	AEE77700.1	0	0	0	1	1	0.16	0.81	3.6e-14
PG1092	CP002684.1	15822692	15822934	-	AEE31908.1	0	7	15	0	1	0.21	0.55	1.1e-16
PG1093	CP002684.1	15833633	15833710	+	AEE77700.1	0	0	0	1	1	0.16	0.81	1.6e-14
PG1095	CP002684.1	15834902	15835138	-	AEE31908.1	0	0	15	0	1	0.22	0.64	1e-19
PG1096	CP002684.1	15845849	15845926	+	AEE77700.1	0	0	0	1	1	0.16	0.81	3.1e-15
PG1098	CP002684.1	15847131	15847367	-	AEE31908.1	0	0	15	0	1	0.22	0.64	1.8e-18
PG1099	CP002684.1	15849660	15851161	+	AEE82595.1	1	2	0	3	4	0.45	0.75	1.2e-14
PG1100	CP002684.1	15852962	15853167	+	AEC06002.1	1	1	0	0	1	0.59	0.84	4.1e-34
PG1101	CP002684.1	15855846	15856094	-	AED93925.1	0	0	14	0	1	0.46	0.31	6.4e-11
PG1102	CP002684.1	15858926	15860465	+	ANM65971.1	0	12	26	3	2	0.67	0.26	1.3e-18
PG1103	CP002684.1	15861623	15863264	-	AEE31904.1	0	2	10	1	2	0.81	0.37	7.3e-24
PG1104	CP002684.1	15871477	15871569	+	AEC06086.1	0	0	0	0	1	0.21	0.72	5.3e-12
PG1105	CP002684.1	15873386	15878096	-	AED95269.1	0	10	11	2	2	0.90	0.23	4e-14
PG1106	CP002684.1	15885245	15885892	-	AEE82574.1	2	6	2	0	3	0.49	0.76	3.3e-44
PG1107	CP002684.1	15909385	15909666	+	AED93705.1	2	18	0	2	1	0.29	0.52	1.1e-11
PG1109	CP002684.1	15911540	15912349	+	ANM65971.1	0	6	1	0	1	0.34	0.29	3e-33
PG1110	CP002684.1	15913410	15916680	-	AEC06043.1	1	1	16	0	3	0.80	0.73	1.1e-100
PG1111	CP002684.1	15917034	15917336	-	AEE31318.1	0	1	1	0	1	0.15	0.42	6.8e-19
PG1112	CP002684.1	15946025	15946985	-	AED91157.1	1	1	0	6	4	0.57	0.82	3.5e-41
PG1113	CP002684.1	15958627	15966389	+	AED95269.1	1	1	2	3	3	0.43	0.62	1.1e-65
PG1114	CP002684.1	15968710	15970133	-	ANM65971.1	0	12	14	3	2	0.58	0.28	3.1e-35
PG1115	CP002684.1	15989139	15990393	+	AEE84256.2	1	10	7	2	1	0.60	0.29	1.8e-57
PG1116	CP002684.1	15991639	15992538	-	AEE78318.1	4	15	6	4	1	0.98	0.79	9.8e-106
PG1117	CP002684.1	15993018	15993273	-	AED91289.1	0	0	0	0	2	0.29	0.81	3.1e-18
PG1118	CP002684.1	15997003	16000374	+	AED95269.1	3	52	3	10	5	1.00	0.84	2.4e-132
PG1119	CP002684.1	16000976	16002339	-	ANM65971.1	1	21	6	6	2	0.58	0.31	4.3e-26
PG1120	CP002684.1	16007405	16008646	+	AEE32491.1	0	5	31	1	1	0.56	0.27	2.6e-26
PG1121	CP002684.1	16012051	16012580	+	AEE31904.1	0	0	2	2	2	0.80	0.78	9.8e-50
PG1122	CP002684.1	16020767	16025423	+	AEE82534.1	1	1	0	1	4	0.99	0.83	2.4e-27
PG1123	CP002684.1	16027094	16027525	-	ANM63073.1	0	23	10	1	1	0.98	0.35	1.6e-14
PG1124	CP002684.1	16028418	16028580	-	AED93878.1	1	1	0	0	1	0.45	0.84	2.8e-27
PG1125	CP002684.1	16029896	16032294	-	AEE31883.1	1	2	14	2	4	1.00	0.68	3.3e-59
PG1126	CP002684.1	16032976	16034050	-	AEC05428.1	1	7	0	3	5	0.30	0.84	3.5e-17
PG1127	CP002684.1	16038579	16038777	+	AEC06002.1	1	1	1	0	1	0.58	0.87	1.8e-33
PG1128	CP002684.1	16039189	16039776	+	AEE84268.1	2	3	9	0	3	0.15	0.87	1.7e-23
PG1129	CP002684.1	16040558	16041298	+	AEE78318.1	0	5	16	0	1	0.85	0.57	1.1e-60
PG1131	CP002684.1	16043178	16043387	+	AEC05969.1	0	0	3	1	1	0.14	0.41	2.2e-14
PG1132	CP002684.1	16043884	16044828	+	AEC06258.1	0	0	0	2	2	0.71	0.56	9.3e-42
PG1133	CP002684.1	16045141	16045233	+	AED97329.1	0	0	1	2	1	0.21	0.67	6.4e-10
PG1134	CP002684.1	16048476	16048727	+	ANM62518.1	0	0	0	1	1	0.22	0.34	2.7e-14
PG1135	CP002684.1	16050552	16050749	+	AEC06002.1	0	0	0	0	1	0.57	0.81	2.3e-31
PG1136	CP002684.1	16052792	16052875	-	AEE77706.1	0	0	0	0	1	0.13	0.83	9e-13
PG1137	CP002684.1	16053631	16053891	-	AEE82675.1	0	18	0	3	1	0.13	0.41	1.6e-11
PG1138	CP002684.1	16059214	16065370	-	AEE77585.1	2	2	4	1	2	0.21	0.66	2.1e-22
PG1139	CP002684.1	16065383	16065458	-	AEE31931.1	1	1	0	0	1	0.12	0.89	6.4e-15
PG1140	CP002684.1	16071734	16073395	+	AEE77728.1	0	27	4	0	2	0.73	0.33	9e-17
PG1142	CP002684.1	16095358	16104514	-	AEE31874.1	2	2	25	5	2	0.98	0.63	2e-21
PG1143	CP002684.1	16107105	16108855	-	AEE77728.1	0	28	10	1	2	0.76	0.28	6.2e-25
PG1144	CP002684.1	16109938	16109979	+	AEC08574.1	0	0	0	1	1	0.11	0.80	1.7e-07
PG1145	CP002684.1	16110837	16110994	+	ANM62518.1	1	1	0	0	1	0.14	0.65	3e-15
PG1146	CP002684.1	16113815	16114020	+	AEC06002.1	1	1	0	4	1	0.59	0.71	2.2e-27
PG1148	CP002684.1	16117950	16124075	-	AEE82388.1	0	0	0	2	4	0.54	0.69	1.8e-19
PG1149	CP002684.1	16124297	16124659	+	ANM62508.1	0	4	0	1	1	0.68	0.30	1.7e-17
PG1150	CP002684.1	16143264	16143363	+	AEE80138.1	1	1	1	0	1	0.13	0.83	1.2e-13
PG1152	CP002684.1	16166695	16167899	+	AEE77876.1	1	1	0	4	2	0.54	0.65	1.1e-20
PG1153	CP002684.1	16177091	16177221	+	AED95199.1	1	1	2	0	1	0.14	0.70	7.9e-17
PG1154	CP002684.1	16180026	16180375	+	ANM66829.1	1	1	4	1	1	0.12	0.44	4.3e-25
PG1156	CP002684.1	16185725	16187658	-	AEE31945.1	3	3	0	4	4	1.00	0.88	1.9e-90
PG1157	CP002684.1	16193350	16193790	+	AEE77670.1	3	4	6	1	2	0.77	0.74	1e-21
PG1158	CP002684.1	16194783	16195007	+	AEE83263.1	0	2	4	1	1	0.36	0.29	0.0032
PG1159	CP002684.1	16197681	16197932	+	AEE82562.1	0	20	3	0	1	0.20	0.43	1.8e-10
PG1160	CP002684.1	16208485	16208906	+	AEC06134.1	1	1	0	1	2	0.68	0.80	5.9e-32
PG1161	CP002684.1	16213882	16227777	-	AEE31945.1	4	4	1	1	7	1.00	0.96	3.1e-83
PG1162	CP002684.1	16236407	16236802	-	AEE77124.1	2	10	10	3	1	0.24	0.39	5.5e-16
PG1163	CP002684.1	16240919	16242016	+	AEE31993.1	0	9	2	1	2	0.59	0.31	8.5e-19
PG1164	CP002684.1	16242859	16244522	+	AEE85585.1	1	3	14	7	1	0.99	0.31	2.9e-34
PG1166	CP002684.1	16271252	16272847	-	AEE33544.1	2	20	9	2	2	0.62	0.41	1.1e-43
PG1167	CP002684.1	16283417	16283904	+	AEC06007.1	1	5	5	1	1	0.66	0.40	4.9e-30
PG1168	CP002684.1	16285688	16285747	+	AED93656.1	0	0	0	0	1	0.19	0.86	5.4e-10
PG1169	CP002684.1	16285990	16286313	-	ANM57940.1	0	0	4	0	1	0.79	0.34	3e-16
PG1170	CP002684.1	16287948	16289535	-	ANM65971.1	2	25	11	2	1	0.67	0.26	1.2e-41
PG1171	CP002684.1	16297627	16297686	+	AED93656.1	0	0	0	0	1	0.19	0.81	8.8e-09
PG1172	CP002684.1	16297972	16298295	-	ANM57940.1	0	0	4	1	1	0.79	0.33	1e-13
PG1173	CP002684.1	16300137	16301557	-	ANM60795.1	1	19	12	1	1	0.64	0.27	5.5e-47
PG1174	CP002684.1	16313191	16323156	+	AEE31993.1	0	19	41	2	2	0.67	0.27	2.2e-35
PG1175	CP002684.1	16330125	16330277	-	AED91579.1	0	0	0	0	1	0.11	0.77	1.9e-21
PG1176	CP002684.1	16330932	16332456	+	ANM60795.1	4	17	18	7	1	0.71	0.26	3.8e-39
PG1177	CP002684.1	16335824	16336267	-	AEC06043.1	0	3	0	0	1	0.17	0.23	5.9e-13
PG1178	CP002684.1	16338298	16338741	-	AEE31318.1	0	9	2	0	1	0.21	0.47	7.8e-36
PG1179	CP002684.1	16343792	16344203	+	AED95248.1	2	2	6	5	1	0.47	0.66	1.4e-39
PG1181	CP002684.1	16349225	16350122	-	AEC06258.1	0	0	0	3	2	0.67	0.49	2.9e-35
PG1182	CP002684.1	16353749	16353952	+	AEC06258.1	0	0	0	0	1	0.20	0.45	1.4e-14
PG1183	CP002684.1	16355271	16356329	-	AEE31991.1	3	3	0	5	2	0.95	0.69	9e-98
PG1184	CP002684.1	16357419	16358327	-	AEE77701.1	2	2	3	0	2	0.65	0.60	1.5e-22
PG1185	CP002684.1	16367978	16368391	+	AEE31969.1	0	26	4	1	1	0.99	0.59	7.6e-26
PG1186	CP002684.1	16370624	16372052	-	ANM66829.1	1	15	6	2	1	0.45	0.38	4.9e-45
PG1187	CP002684.1	16373393	16373667	-	AEE76453.1	1	4	4	1	1	0.23	0.31	6.4e-11
PG1188	CP002684.1	16376327	16376650	-	AED93885.1	0	0	0	1	1	0.14	0.25	1.3e-09
PG1189	CP002684.1	16378725	16378911	-	AEC06002.1	1	1	7	1	1	0.59	0.79	3.3e-25
PG1190	CP002684.1	16388177	16388731	+	AEE34583.1	2	8	0	1	1	0.27	0.48	2.7e-39
PG1191	CP002684.1	16389391	16389709	+	AEE77604.1	1	1	2	1	1	0.26	0.40	5.7e-21
PG1192	CP002684.1	16401731	16402988	-	ANM65688.1	2	5	3	1	1	0.88	0.52	7.4e-116
PG1193	CP002684.1	16407683	16407877	-	AEC06002.1	0	0	0	1	1	0.56	0.76	2.3e-29
PG1194	CP002684.1	16409349	16409642	-	AEE82509.1	0	4	0	1	1	0.13	0.66	7.4e-30
PG1195	CP002684.1	16414124	16414414	+	AEC06258.1	0	0	0	0	1	0.28	0.61	4.3e-36
PG1197	CP002684.1	16420146	16420400	+	AEE77903.1	0	17	0	1	1	0.92	0.56	2.8e-14
PG1198	CP002684.1	16420870	16421104	+	AEE78152.1	0	0	0	0	2	0.45	0.77	8.4e-13
PG1199	CP002684.1	16422648	16423157	+	AEE77728.1	0	2	21	3	1	0.27	0.24	1.4e-09
PG1200	CP002684.1	16449919	16450791	+	ANM65971.1	2	6	9	7	1	0.38	0.24	1.1e-22
PG1201	CP002684.1	16452422	16452517	+	AEE28173.1	0	0	0	2	1	0.10	0.67	3.7e-13
PG1202	CP002684.1	16455630	16455737	+	AED93319.1	0	0	0	0	1	0.11	0.78	9.6e-19
PG1203	CP002684.1	16456625	16456898	-	ANM70770.1	0	0	0	0	2	0.98	0.91	4.6e-24
PG1204	CP002684.1	16457845	16458336	+	AEE29616.1	0	0	0	5	1	0.22	0.76	5.2e-58
PG1206	CP002684.1	16466147	16466275	+	AEE28173.1	0	1	0	3	1	0.13	0.73	1.7e-12
PG1207	CP002684.1	16470865	16471209	+	AED92678.1	0	2	2	1	1	0.32	0.25	0.039
PG1208	CP002684.1	16474336	16474583	+	AEC07295.1	1	1	7	1	1	0.25	0.33	1.9e-10
PG1210	CP002684.1	16489352	16490919	-	ANM66829.1	1	2	5	1	2	0.49	0.41	8.3e-67
PG1211	CP002684.1	16494449	16496238	+	AEE77648.1	0	10	0	1	3	0.99	0.76	3.6e-20
PG1212	CP002684.1	16499317	16500183	-	AEE31991.1	5	13	11	3	1	0.90	0.71	2e-69
PG1213	CP002684.1	16500181	16500296	-	AED94042.1	1	1	0	0	1	0.25	0.75	5.4e-15
PG1214	CP002684.1	16503273	16504120	+	AEE31669.1	1	3	1	4	1	0.92	0.51	5e-77
PG1215	CP002684.1	16506403	16507459	+	AEE31474.1	0	17	4	1	2	0.74	0.36	2.5e-17
PG1217	CP002684.1	16531974	16533175	+	ANM66829.1	5	5	10	5	1	0.39	0.38	7.1e-63
PG1218	CP002684.1	16534105	16534469	-	AEE36059.2	0	7	0	4	2	0.36	0.70	1.6e-10
PG1219	CP002684.1	16537666	16537935	+	AEE31994.1	0	1	0	1	2	0.18	0.72	1.4e-20
PG1220	CP002684.1	16546276	16546404	+	AEE82691.1	0	0	0	1	1	0.68	0.84	2.8e-24
PG1221	CP002684.1	16552411	16554031	-	ANM66829.1	1	1	6	1	2	0.51	0.45	1.8e-65
PG1222	CP002684.1	16555890	16556327	-	AEE30081.1	0	1	11	1	1	0.66	0.25	1.6e-12
PG1223	CP002684.1	16557074	16557164	+	AED93705.1	1	2	0	1	1	0.11	0.77	3.3e-12
PG1224	CP002684.1	16558109	16558372	-	AEC06043.1	0	0	0	0	1	0.10	0.91	2.2e-44
PG1225	CP002684.1	16558420	16558796	-	AEE31318.1	1	5	2	0	1	0.18	0.32	8.4e-15
PG1226	CP002684.1	16568967	16575480	+	AEE33001.1	3	10	1	2	2	0.82	0.63	4.7e-77
PG1227	CP002684.1	16598239	16598613	-	AEC06043.1	0	0	9	1	1	0.15	0.68	1.9e-41
PG1228	CP002684.1	16600125	16600202	-	ANM64984.1	0	0	0	0	1	0.34	0.70	2.3e-13
PG1229	CP002684.1	16600318	16600491	-	AEC06258.1	0	0	0	2	1	0.17	0.51	3.7e-18
PG1230	CP002684.1	16604369	16604598	-	AEE31801.1	1	1	4	0	1	0.59	0.46	2.6e-15
PG1231	CP002684.1	16627307	16627792	+	AEC06399.1	0	3	0	0	1	0.17	0.23	0.0041
PG1232	CP002684.1	16632120	16632482	-	AED96030.1	0	1	3	0	1	0.38	0.33	6e-16
PG1233	CP002684.1	16635176	16635757	-	ANM70864.1	0	23	0	4	1	0.96	0.34	5.1e-16
PG1234	CP002684.1	16637683	16638237	+	AED95614.1	0	1	0	0	2	0.31	0.61	1.7e-21
PG1235	CP002684.1	16638531	16638806	-	AED96762.1	0	1	2	1	1	0.22	0.40	1.1e-16
PG1236	CP002684.1	16639129	16640518	-	ANM66829.1	1	1	0	5	2	0.45	0.39	1.8e-60
PG1237	CP002684.1	16644357	16645265	-	AEE31669.1	0	2	2	1	1	0.98	0.79	9.5e-126
PG1238	CP002684.1	16648681	16649443	-	AEE79689.1	3	3	49	2	1	0.89	0.52	2.7e-31
PG1239	CP002684.1	16650506	16650724	-	AEC06258.1	0	0	0	1	1	0.21	0.49	1.7e-17
PG1240	CP002684.1	16660083	16660589	+	ANM58381.1	0	0	0	0	2	0.93	0.63	4.1e-27
PG1241	CP002684.1	16661471	16663290	-	ANM65971.1	0	28	15	0	2	0.73	0.27	2.9e-30
PG1243	CP002684.1	16671884	16672581	-	AEE31710.1	0	1	3	1	4	0.23	0.75	5e-23
PG1244	CP002684.1	16675700	16676527	+	AEE85585.1	0	7	23	1	1	0.51	0.23	4.9e-17
PG1245	CP002684.1	16678926	16680176	+	ANM66829.1	0	2	6	3	1	0.40	0.37	3.8e-75
PG1247	CP002684.1	16692367	16694025	-	AEE32009.1	0	0	1	2	4	1.00	0.94	2.3e-63
PG1248	CP002684.1	16695267	16696355	-	ANM66829.1	0	2	6	3	1	0.35	0.36	3.5e-59
PG1249	CP002684.1	16698557	16699068	-	AED94885.1	1	1	0	0	1	0.66	0.63	1.4e-52
PG1250	CP002684.1	16704350	16704586	-	AEE31905.1	0	0	1	0	1	0.21	0.52	7.1e-27
PG1251	CP002684.1	16711102	16711503	+	AEE77227.1	0	6	1	0	1	0.99	0.54	8.2e-45
PG1252	CP002684.1	16720401	16720724	-	AEC06361.1	2	3	10	2	1	0.63	0.40	1.8e-10
PG1253	CP002684.1	16729402	16735761	-	AED94059.1	1	3	1	2	2	0.42	0.30	3.8e-22
PG1254	CP002684.1	16759073	16760079	+	ANM69043.1	5	6	0	0	2	0.16	0.66	1.1e-20
PG1256	CP002684.1	16791306	16791689	+	AEC05607.1	0	2	1	2	1	0.35	0.25	1.7e-10
PG1257	CP002684.1	16792706	16792969	+	AEE77061.1	0	0	0	1	1	0.58	0.45	1.1e-23
PG1258	CP002684.1	16815368	16815510	-	AEC06232.1	1	1	0	1	1	0.27	0.63	9e-16
PG1259	CP002684.1	16816999	16817483	-	AED94023.1	3	4	2	1	1	0.57	0.44	7.2e-20
PG1260	CP002684.1	16817763	16817929	+	AEC05966.1	1	1	3	1	1	0.30	0.52	1.7e-12
PG1261	CP002684.1	16818625	16818768	+	AEE28642.1	0	2	0	0	1	0.10	0.55	1.4e-12
PG1262	CP002684.1	16823368	16823658	+	AEE32031.1	2	2	8	3	1	0.26	0.46	1.4e-19
PG1263	CP002684.1	16841924	16842037	+	AEE77404.1	0	0	1	0	1	0.95	0.88	2.2e-10
PG1264	CP002684.1	16846805	16847320	+	ANM65688.1	0	1	4	2	1	0.37	0.43	2.1e-40
PG1265	CP002684.1	16853603	16854991	-	ANM66829.1	0	0	4	0	1	0.45	0.44	9.5e-83
PG1266	CP002684.1	16857473	16857739	-	AED95614.1	0	12	1	0	1	0.21	0.21	0.009
PG1267	CP002684.1	16866799	16866906	+	AEC08794.2	0	0	4	1	1	0.21	0.61	9.9e-13
PG1268	CP002684.1	16880032	16883072	+	AEE30767.1	3	12	0	3	4	0.45	0.71	1.2e-13
PG1269	CP002684.1	16883551	16883690	+	AEE33220.1	1	5	0	0	1	0.21	0.71	3e-15
PG1271	CP002684.1	16925252	16925365	+	AEC06174.1	0	0	0	3	1	0.93	0.67	2.4e-15
PG1272	CP002684.1	16939297	16939406	+	AEE77509.1	1	1	0	0	1	0.15	0.82	4.3e-19
PG1273	CP002684.1	16944506	16946071	+	ANM65971.1	0	10	12	0	1	0.67	0.27	1.9e-35
PG1274	CP002684.1	16947717	16952284	-	AEC06046.1	0	0	0	1	3	0.21	0.58	6.9e-16
PG1275	CP002684.1	16954431	16959895	-	AED95269.1	0	10	0	2	2	0.93	0.25	6.7e-15
PG1276	CP002684.1	16961324	16961412	-	ANM64973.1	1	1	1	0	1	0.97	0.88	3.1e-11
PG1277	CP002684.1	16968460	16969283	-	AED96389.1	2	6	9	3	3	0.58	0.55	1e-21
PG1278	CP002684.1	16992334	16992402	+	ANM70995.1	0	0	0	0	1	0.38	0.83	1.8e-13
PG1279	CP002684.1	17005927	17006113	-	AEE28756.1	1	1	3	1	1	0.12	0.77	8.4e-18
PG1281	CP002684.1	17012568	17012810	+	AEE78346.1	0	17	0	0	1	0.21	0.40	2e-09
PG1282	CP002684.1	17023266	17023388	-	AEE77847.1	0	0	0	0	1	0.20	0.67	1.6e-17
PG1283	CP002684.1	17024086	17029256	-	AEE85983.1	0	8	4	1	2	0.91	0.49	1.3e-23
PG1284	CP002684.1	17029690	17030205	+	AED94885.1	2	2	0	2	1	0.67	0.56	5.5e-46
PG1285	CP002684.1	17030501	17030796	-	AEE82478.1	1	1	0	0	1	0.72	0.43	3.3e-22
PG1286	CP002684.1	17036990	17038531	+	AEE34219.1	2	14	21	1	1	0.73	0.25	1.1e-36
PG1287	CP002684.1	17039446	17039721	+	ANM64841.1	0	2	0	1	1	0.51	0.31	3.6e-16
PG1288	CP002684.1	17044688	17048747	-	AEC06043.1	0	12	0	0	2	0.93	0.31	6.9e-15
PG1289	CP002684.1	17048787	17049236	-	AEE31883.1	0	5	0	0	1	0.33	0.42	5.3e-27
PG1290	CP002684.1	17055495	17056142	+	AEE30081.1	0	0	7	0	1	0.94	0.31	1.2e-32
PG1291	CP002684.1	17058079	17059604	+	ANM66829.1	1	1	0	2	1	0.49	0.55	2.5e-141
PG1292	CP002684.1	17069394	17069468	-	AEE32083.1	0	0	1	0	1	0.22	0.67	6.3e-11
PG1293	CP002684.1	17070200	17070268	-	AEC06865.1	0	0	0	0	1	0.31	0.96	9.1e-12
PG1294	CP002684.1	17071454	17073070	-	AEE85585.1	0	4	13	2	1	0.95	0.34	7.3e-46
PG1295	CP002684.1	17073653	17073907	-	AEE84338.1	0	1	0	0	1	0.22	0.38	1.4e-21
PG1296	CP002684.1	17073917	17074471	-	AEE31993.1	0	0	4	0	1	0.30	0.32	1.3e-25
PG1298	CP002684.1	17111813	17112073	+	AEE32337.1	2	3	0	2	1	0.45	0.61	1.8e-25
PG1299	CP002684.1	17136046	17145126	+	AED94892.1	4	6	0	11	3	0.98	0.67	1.8e-47
PG1300	CP002684.1	17187677	17188007	-	AEC06258.1	1	1	0	0	1	0.32	0.56	1e-33
PG1301	CP002684.1	17188668	17188904	-	AEE32997.2	0	0	4	0	1	0.14	0.54	2.3e-22
PG1302	CP002684.1	17194165	17197396	+	AEE77728.1	0	0	5	7	3	0.50	0.34	5.6e-28
PG1303	CP002684.1	17198265	17198552	-	BAA84389.1	3	4	6	1	1	0.45	0.72	4.9e-31
PG1304	CP002684.1	17198607	17198816	-	BAA84390.1	3	3	0	2	1	0.59	0.75	3.1e-25
PG1306	CP002684.1	17202387	17202542	-	AEC08943.1	2	2	11	1	1	0.13	0.67	1.5e-11
PG1307	CP002684.1	17203685	17207595	+	AEE34491.1	3	5	10	1	4	1.00	0.85	4.9e-91
PG1308	CP002684.1	17215317	17216080	+	AEE77728.1	2	3	1	1	2	0.36	0.34	4.6e-14
PG1309	CP002684.1	17218261	17218356	+	AEC10548.1	0	0	0	1	1	0.26	0.76	1.6e-16
PG1310	CP002684.1	17229194	17229277	-	AEE77509.1	0	0	0	0	1	0.11	0.69	2.2e-12
PG1311	CP002684.1	17230640	17231402	-	AEE30523.1	3	4	2	0	2	0.77	0.78	1.1e-50
PG1312	CP002684.1	17231431	17231715	+	ANM63371.1	2	3	0	0	1	0.60	0.78	4.8e-40
PG1313	CP002684.1	17233607	17233737	+	AEE34587.1	1	4	0	0	1	0.22	0.71	6.4e-18
PG1314	CP002684.1	17233764	17233955	+	AEE31458.1	2	8	0	1	1	0.14	0.77	5.5e-19
PG1315	CP002684.1	17248003	17249465	-	ANM66829.1	1	1	14	0	1	0.48	0.46	5.6e-64
PG1316	CP002684.1	17251635	17252273	-	AEE30081.1	0	0	10	1	1	0.94	0.31	9.7e-32
PG1317	CP002684.1	17256312	17256893	+	ANM70864.1	0	23	0	0	1	0.96	0.36	1e-18
PG1318	CP002684.1	17259416	17259808	+	AEE30476.1	0	0	2	0	1	0.38	0.26	2.5e-10
PG1319	CP002684.1	17303045	17303285	-	AED91527.1	2	2	1	1	1	0.18	0.77	3.4e-29
