#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
CP002686.1	13534237	13534471	-	AT1G34315.1	0.24	17	4	1	3	1e-07	0.570	0	FRAG
CP002686.1	13534539	13535526	-	AT3G43870.1	1.00	33	3	1	5	4e-24	0.67	0	DUP
CP002686.1	13535926	13536036	-	AT1G35320.1	0.24	0	0	0	2	6e-10	0.838	0	FRAG
CP002686.1	13537108	13537851	-	ATCG00150.1	1.00	3	0	3	1	4e-95	0.920	2	PSSD
CP002686.1	13538067	13538776	-	ATCG00160.1	1.00	2	0	2	3	2e-102	0.907	0	PSSD
CP002686.1	13538994	13541507	-	ATCG00170.1	0.61	17	9	11	8	0.0	0.896	0	FRAG
CP002686.1	13549056	13549336	-	AT5G30341.1	0.56	11	1	1	4	5e-19	0.723	0	FRAG
CP002686.1	13555346	13555921	-	AT5G30341.1	0.93	21	0	1	7	2e-34	0.74	0	DUP
CP002686.1	13585545	13585794	-	AT5G30341.1	0.50	11	4	1	2	9e-12	0.733	0	FRAG
CP002686.1	13659587	13660044	-	AT5G30341.1	0.77	13	1	1	3	3e-10	0.80	0	FRAG
CP002686.1	13662150	13662613	-	AT5G30341.1	0.77	15	1	1	4	8e-07	0.77	0	FRAG
CP002686.1	13801321	13801867	-	AT5G30341.1	0.90	17	0	2	5	1e-30	0.82	3	DUP
CP002686.1	13841718	13842324	-	AT1G02410.1	0.41	1	0	1	1	4e-39	0.89	3	DUP
CP002686.1	13842321	13842586	-	AT3G56880.1	0.38	4	7	1	0	7e-07	0.646	0	FRAG
CP002686.1	13989361	13989860	-	AT1G53450.1	0.31	20	20	3	6	6e-10	0.54	3	FRAG
CP002686.1	14036248	14036409	-	AT4G06490.1	0.37	0	0	0	0	2e-16	0.759	0	FRAG
CP002686.1	14037198	14039244	-	AT5G32590.1	0.84	39	86	3	10	8e-55	0.56	0	DUP
CP002686.1	14128215	14128786	-	AT5G24480.1	0.40	1	0	1	0	2e-21	0.72	3	DUP
CP002686.1	14143804	14157743	-	AT5G24480.1	0.66	2	0	1	0	2e-21	0.67	3	DUP
CP002686.1	14227691	14228307	-	AT2G41590.1	0.56	3	2	1	0	1e-52	0.601	0	FRAG
CP002686.1	14245564	14247295	-	AT5G39770.1	0.33	63	4	4	11	3e-22	0.48	0	DUP
CP002686.1	14290250	14291018	-	AT5G65005.1	0.99	2	3	2	2	2e-51	0.496	0	PSSD
CP002686.1	14319409	14319762	-	AT4G09740.1	0.15	0	0	0	1	9e-21	0.88	3	DUP
CP002686.1	14491025	14492843	-	AT5G27540.1	0.23	0	0	0	1	7e-38	0.81	0	DUP
CP002686.1	14536195	14536425	-	AT2G22940.1	0.75	3	0	2	0	2e-09	0.675	0	FRAG
CP002686.1	14593366	14593795	-	AT2G07505.1	0.92	0	12	0	0	1e-10	0.43	0	DUP
CP002686.1	14594356	14594754	-	AT5G30520.1	0.88	0	0	0	0	2e-39	0.90	0	DUP
CP002686.1	14595635	14596144	-	AT1G36970.1	0.27	2	0	2	0	3e-21	0.79	0	DUP
CP002686.1	14734907	14735245	-	AT1G15380.1	0.47	1	1	1	0	1e-08	0.62	0	FRAG
CP002686.1	14777578	14777753	-	AT2G40711.1	0.53	4	0	1	1	2e-09	0.724	0	FRAG
CP002686.1	14778378	14779088	-	AT5G25920.1	0.53	7	0	0	0	2e-71	0.75	0	DUP
CP002686.1	14779416	14779979	-	AT3G30320.1	0.22	3	0	2	0	6e-35	0.69	0	DUP
CP002686.1	14785965	14787037	-	AT3G24255.1	0.48	3	28	3	3	8e-20	0.46	0	DUP
CP002686.1	14876026	14876406	-	AT1G67020.1	0.19	0	0	0	1	3e-47	0.780	0	FRAG
CP002686.1	14884214	14886364	-	AT4G10200.1	0.93	27	50	2	4	3e-89	0.52	1	DUP
CP002686.1	14887068	14887687	-	AT2G22340.1	0.79	1	75	1	0	1e-11	0.348	2	FRAG
CP002686.1	14976835	14977089	-	AT3G32896.1	0.53	0	0	0	0	3e-13	0.635	0	FRAG
CP002686.1	15079234	15079444	-	AT3G58660.1	0.16	3	0	2	0	5e-12	0.873	3	FRAG
CP002686.1	15080388	15080507	-	AT5G17160.1	0.07	0	0	0	0	7e-07	0.775	0	FRAG
CP002686.1	15083974	15084300	-	AT4G09220.1	0.86	24	1	0	1	1e-11	0.655	0	PSSD
CP002686.1	15087828	15088589	-	AT2G22440.1	0.69	2	2	2	1	3e-13	0.51	3	DUP
CP002686.1	15096437	15097248	-	AT2G16040.1	0.70	7	2	1	4	1e-54	0.487	3	PSSD
CP002686.1	15097255	15098276	-	AT2G06500.1	0.46	10	1	6	4	1e-38	0.56	0	DUP
CP002686.1	15170049	15171022	-	AT3G43870.1	1.00	0	0	0	3	7e-30	0.70	2	DUP
CP002686.1	15185769	15186570	-	AT1G48180.1	1.00	29	0	1	6	6e-59	0.551	3	PSSD
CP002686.1	15217858	15218346	-	AT5G26880.2	0.45	9	0	2	4	3e-10	0.72	2	FRAG
CP002686.1	15266408	15268166	-	AT5G27890.1	1.00	3	0	3	2	7e-29	0.79	0	DUP
CP002686.1	15268211	15268370	-	AT5G27889.1	1.00	1	0	1	1	3e-08	0.698	0	FRAG
CP002686.1	15292476	15292631	-	AT3G24430.1	0.10	0	0	0	1	5e-17	0.885	0	FRAG
CP002686.1	15336474	15337001	-	AT1G67390.1	0.36	4	0	2	3	7e-22	0.472	0	FRAG
CP002686.1	15342116	15343356	-	AT1G67390.1	0.43	4	2	1	1	9e-26	0.58	0	DUP
CP002686.1	15347475	15347808	-	AT1G67390.1	0.23	1	0	1	1	3e-35	0.847	0	FRAG
CP002686.1	15403887	15404863	-	AT4G00980.1	0.70	24	37	1	1	3e-89	0.576	2	PSSD
CP002686.1	15440737	15441156	-	AT4G03566.1	0.93	0	0	0	1	4e-48	0.600	2	PSSD
CP002686.1	15444066	15444893	-	AT1G43760.1	0.46	3	13	0	1	2e-07	0.249	0	FRAG
CP002686.1	15446251	15446807	-	AT2G13450.1	0.48	3	4	3	2	2e-16	0.342	0	FRAG
CP002686.1	15478246	15478470	-	AT3G31350.1	0.49	2	7	2	0	1e-08	0.598	0	FRAG
CP002686.1	15479211	15479622	-	AT3G24542.1	0.59	4	5	2	0	2e-08	0.79	3	FRAG
CP002686.1	15493640	15494446	-	AT1G10000.1	0.89	10	11	0	1	7e-33	0.389	3	FRAG
CP002686.1	15527177	15527356	-	AT1G10000.1	0.20	0	0	0	0	4e-08	0.567	0	FRAG
CP002686.1	15532067	15533153	-	AT2G41590.1	1.00	2	3	2	0	7e-137	0.721	2	PSSD
CP002686.1	15533739	15535241	-	AT4G29090.1	0.90	4	18	0	2	8e-53	0.353	0	FRAG
CP002686.1	15538271	15538582	-	AT5G36228.1	0.29	0	0	0	0	3e-22	0.375	0	FRAG
CP002686.1	15570446	15571144	-	AT1G50780.1	0.66	34	13	0	0	3e-45	0.589	0	FRAG
CP002686.1	15607092	15607583	-	AT2G06845.1	0.44	3	2	0	0	2e-14	0.39	0	FRAG
CP002686.1	15668794	15669623	-	AT3G43670.1	0.32	35	4	1	9	1e-75	0.69	0	DUP
CP002686.1	15675560	15675852	-	AT1G33900.1	0.20	0	4	0	2	8e-10	0.55	0	FRAG
CP002686.1	15682314	15682883	-	AT5G18460.1	0.40	24	2	3	5	1e-26	0.484	3	FRAG
CP002686.1	15777040	15778026	-	AT5G54330.1	0.78	10	21	7	3	6e-09	0.51	1	FRAG
CP002686.1	15795277	15795788	-	AT1G62085.1	0.38	16	17	1	5	5e-19	0.457	0	FRAG
CP002686.1	15861471	15863182	-	AT3G44060.1	1.00	7	29	3	0	3e-66	0.66	3	DUP
CP002686.1	15918905	15924536	-	AT4G01140.1	0.64	6	2	2	0	1e-52	0.91	0	DUP
CP002686.1	15936260	15936495	-	AT1G54220.1	0.10	0	0	0	0	1e-16	0.91	0	DUP
CP002686.1	15955521	15955949	-	AT2G04378.1	1.00	0	0	0	0	1e-44	0.804	3	PSSD
CP002686.1	15956884	15957087	-	AT4G34980.1	0.09	0	0	0	0	4e-22	0.765	0	FRAG
CP002686.1	15965751	15966251	-	AT3G55254.1	1.00	0	0	0	1	1e-70	0.808	0	PSSD
CP002686.1	15997465	15997779	-	AT2G05915.1	0.79	13	0	0	3	5e-09	0.404	0	FRAG
CP002686.1	16038214	16038466	-	AT5G25290.1	0.20	5	0	1	0	2e-12	0.583	1	FRAG
CP002686.1	16055078	16055815	-	AT3G44630.1	0.20	3	4	0	1	5e-76	0.688	3	FRAG
CP002686.1	16056978	16057214	-	AT3G44620.2	0.30	0	0	0	1	1e-35	0.886	0	FRAG
CP002686.1	16084661	16084774	-	ATMG00070.1	0.20	0	0	0	1	1e-07	0.737	3	FRAG
CP002686.1	16091827	16095543	-	AT3G44670.1	0.89	3	38	3	0	6e-25	0.82	0	DUP
CP002686.1	16096950	16097185	-	AT3G44620.2	0.30	6	1	4	0	6e-15	0.852	0	FRAG
CP002686.1	16159435	16159925	+	AT3G30820.1	0.33	3	0	3	0	5e-40	0.81	0	DUP
CP002686.1	16162657	16163049	-	AT3G31350.1	0.69	0	9	0	0	1e-08	0.61	0	FRAG
CP002686.1	16207549	16208193	-	AT5G35695.1	0.86	1	6	0	0	6e-19	0.65	0	DUP
CP002686.1	16264437	16264931	-	AT5G03495.1	0.74	8	7	3	3	8e-36	0.555	3	PSSD
CP002686.1	16351294	16351499	+	AT3G44790.1	0.24	1	8	1	0	4e-07	0.740	1	FRAG
CP002686.1	16439003	16439398	-	AT3G24255.1	0.14	1	0	0	2	1e-10	0.44	0	DUP
CP002686.1	16503299	16504027	-	AT1G34070.1	0.81	0	5	0	2	4e-58	0.528	0	PSSD
CP002686.1	16587515	16587763	-	AT1G03970.1	0.27	14	5	0	0	2e-07	0.568	0	FRAG
CP002686.1	16681265	16681450	-	AT3G45490.1	0.29	0	0	0	0	7e-12	0.613	0	FRAG
CP002686.1	16688593	16689654	-	AT5G37560.1	0.74	37	9	2	15	3e-35	0.354	1	FRAG
CP002686.1	16705704	16705964	-	AT3G57400.1	0.17	8	1	2	3	9e-07	0.693	3	FRAG
CP002686.1	16709040	16709495	-	AT2G13980.1	0.89	0	0	0	1	2e-18	0.658	1	PSSD
CP002686.1	16712174	16713029	-	AT3G45480.1	0.64	14	4	2	0	3e-61	0.52	1	DUP
CP002686.1	16714797	16714954	-	AT3G45555.1	0.25	1	1	1	1	1e-07	0.574	0	FRAG
CP002686.1	16717947	16718192	-	AT3G61028.2	0.30	7	0	0	0	1e-35	0.866	0	FRAG
CP002686.1	16718667	16718747	-	AT5G10336.1	0.68	0	0	0	0	1e-07	0.963	0	FRAG
CP002686.1	16724996	16726071	-	AT2G26130.1	0.82	5	0	1	0	5e-91	0.58	0	DUP
CP002686.1	16766617	16767361	-	AT5G60050.1	0.53	13	22	5	13	3e-07	0.391	0	FRAG
CP002686.1	16886277	16889087	-	AT1G68560.1	0.96	17	3	3	1	1e-08	0.84	3	FRAG
CP002686.1	16990105	16992408	-	AT3G46270.1	0.94	3	2	1	0	3e-75	0.95	0	DUP
CP002686.1	17004684	17004885	-	AT3G46260.1	0.15	1	0	1	1	5e-20	0.836	0	FRAG
CP002686.1	17058011	17058115	-	AT5G52080.1	1.00	0	0	0	0	7e-08	0.800	0	FRAG
CP002686.1	17065477	17065662	-	AT1G27190.1	0.13	2	17	2	1	2e-14	0.696	0	FRAG
CP002686.1	17065840	17066074	-	AT2G02810.1	0.22	5	0	1	1	6e-08	0.526	0	FRAG
CP002686.1	17122930	17123394	-	AT3G45580.1	0.31	0	10	0	1	6e-36	0.62	0	DUP
CP002686.1	17145541	17145715	-	AT4G30470.1	0.19	2	0	2	0	6e-08	0.881	0	FRAG
CP002686.1	17167053	17167284	-	AT5G50220.1	0.25	1	11	1	0	6e-07	0.500	0	FRAG
CP002686.1	17177530	17177649	-	AT3G04250.1	0.14	0	0	0	0	9e-08	0.675	0	FRAG
CP002686.1	17186412	17186969	-	AT5G38040.1	0.41	2	1	0	0	4e-36	0.647	0	FRAG
CP002686.1	17188839	17189128	-	AT3G46666.1	1.00	14	0	1	3	1e-09	0.562	0	FRAG
CP002686.1	17274938	17275265	-	AT3G46920.1	0.07	0	3	0	0	7e-33	0.90	0	DUP
CP002686.1	17392287	17392497	-	AT3G47190.1	0.20	7	2	1	0	3e-09	0.625	0	FRAG
CP002686.1	17728575	17728766	+	AT3G48340.1	0.17	1	0	0	1	1e-08	0.562	0	FRAG
CP002686.1	17774955	17775119	-	AT3G49010.5	0.36	0	0	0	0	2e-09	0.764	0	FRAG
CP002686.1	17852026	17853040	-	AT3G28330.1	0.85	13	1	1	1	3e-66	0.50	0	DUP
CP002686.1	17959562	17960513	-	AT3G28330.1	0.86	23	4	2	0	1e-48	0.494	3	PSSD
CP002686.1	18020561	18020872	-	AT3G48640.1	0.65	2	42	2	0	1e-16	0.438	0	FRAG
CP002686.1	18106691	18106792	-	AT3G48850.1	0.10	0	1	0	0	7e-08	0.829	0	FRAG
CP002686.1	18225523	18226805	-	AT3G48950.1	1.00	6	45	2	6	5e-63	0.481	0	PSSD
CP002686.1	18335790	18336699	-	AT1G53790.1	0.69	14	15	3	2	6e-36	0.399	3	FRAG
CP002686.1	18342772	18344122	-	AT1G05080.1	0.83	5	13	0	0	5e-23	0.47	0	DUP
CP002686.1	18531819	18532258	-	AT3G49980.1	0.37	9	2	4	3	3e-20	0.608	2	FRAG
CP002686.1	18608301	18608611	-	AT3G50210.2	0.32	1	0	1	0	2e-27	0.85	0	DUP
CP002686.1	18730308	18730545	-	AT3G50500.1	0.17	20	0	2	1	1e-14	0.688	0	FRAG
CP002686.1	18832025	18832210	-	AT2G19980.1	0.39	0	2	0	0	2e-07	0.484	3	FRAG
CP002686.1	18832647	18833047	-	AT2G19990.1	0.98	1	38	1	1	4e-11	0.424	0	PSSD
CP002686.1	19012368	19012469	-	AT3G16560.1	0.07	0	0	0	0	2e-08	0.853	0	FRAG
CP002686.1	19152741	19152848	-	AT3G51642.1	1.00	0	0	0	0	2e-09	0.889	0	FRAG
CP002686.1	19153141	19153253	-	AT3G51644.1	0.93	2	6	1	0	1e-07	0.750	0	FRAG
CP002686.1	19310077	19310371	-	AT1G45063.2	0.37	2	4	1	1	1e-24	0.647	0	FRAG
CP002686.1	19313420	19314077	-	AT3G21640.1	0.48	10	3	3	4	4e-16	0.52	0	DUP
CP002686.1	19586272	19587042	-	AT2G40360.1	0.27	21	21	3	2	4e-27	0.56	0	DUP
CP002686.1	19612274	19612558	-	AT2G36400.1	0.24	8	7	0	0	6e-12	0.657	0	FRAG
CP002686.1	19622373	19622477	-	AT5G52080.1	1.00	0	0	0	0	1e-10	0.943	3	PSSD
CP002686.1	19638399	19639278	-	AT2G33200.1	0.82	6	17	2	0	2e-66	0.518	0	PSSD
CP002686.1	19726830	19726997	-	AT1G77650.1	0.15	0	1	0	1	4e-07	0.509	0	FRAG
CP002686.1	19800344	19800695	-	AT3G53410.1	0.39	9	1	5	1	8e-17	0.692	0	FRAG
CP002686.1	19871362	19872200	-	AT1G06840.1	0.27	28	6	2	8	2e-11	0.293	0	FRAG
CP002686.1	19978309	19979214	-	AT3G53960.1	0.50	0	0	0	0	6e-15	0.990	0	FRAG
CP002686.1	20187970	20188401	-	AT5G23570.1	0.20	27	9	2	4	1e-17	0.503	3	FRAG
CP002686.1	20487969	20488469	-	AT3G55254.1	1.00	0	0	0	1	3e-81	0.898	1	PSSD
CP002686.1	20539329	20539784	-	AT2G41920.1	0.49	10	12	2	3	8e-10	0.380	0	FRAG
CP002686.1	21004411	21004569	-	AT3G57770.1	0.20	0	0	0	1	7e-17	0.830	0	FRAG
CP002686.1	21004877	21005238	-	AT3G57700.1	0.34	6	0	1	1	2e-21	0.545	0	FRAG
CP002686.1	21005329	21005718	-	AT3G56700.1	0.20	6	0	3	0	1e-18	0.72	0	DUP
CP002686.1	21195878	21196195	-	AT1G12490.1	0.30	3	3	0	3	2e-11	0.394	0	FRAG
CP002686.1	21269933	21270380	-	AT3G57470.1	0.11	1	0	1	0	5e-07	0.96	0	FRAG
CP002686.1	21346659	21346817	-	AT3G57770.1	0.20	0	0	0	0	3e-17	0.849	0	FRAG
CP002686.1	21418188	21418439	-	AT1G09590.1	0.51	0	0	0	1	1e-33	0.881	0	FRAG
CP002686.1	21442320	21442574	-	AT2G42210.1	0.60	3	10	3	0	6e-13	0.771	3	FRAG
CP002686.1	21568001	21568186	-	AT3G58370.1	0.34	0	13	0	1	2e-07	0.520	0	FRAG
CP002686.1	21591188	21591388	-	AT3G58330.1	0.39	0	0	0	1	7e-18	0.746	0	FRAG
CP002686.1	21596056	21597101	-	AT3G58250.1	0.63	2	2	0	0	3e-19	0.62	3	DUP
CP002686.1	21618695	21618961	-	AT3G44805.1	0.36	0	0	0	2	7e-10	0.483	0	FRAG
CP002686.1	21767137	21767409	-	AT3G58880.1	0.20	0	2	0	0	6e-32	0.753	0	FRAG
CP002686.1	21792421	21793856	-	AT3G03030.1	0.98	4	45	1	1	8e-128	0.56	0	DUP
CP002686.1	21975747	21975945	-	AT3G61250.1	0.22	2	2	1	0	2e-12	0.794	0	FRAG
CP002686.1	22018312	22018721	-	AT3G59630.1	0.22	5	1	2	2	5e-27	0.77	0	DUP
CP002686.1	22030637	22031073	-	AT3G59660.1	0.62	1	6	1	1	3e-11	0.71	3	DUP
CP002686.1	22059103	22059543	-	AT3G59740.1	0.23	0	2	0	0	2e-57	0.772	0	FRAG
CP002686.1	22174324	22174643	-	AT3G60040.1	0.09	4	0	2	1	2e-11	0.76	3	DUP
CP002686.1	22232026	22237075	-	AT3G60966.1	1.00	0	0	0	0	3e-33	0.92	1	DUP
CP002686.1	22237689	22242251	-	AT3G45560.1	0.15	0	0	0	0	1e-18	0.90	0	DUP
CP002686.1	22241018	22241113	-	AT5G10336.1	0.80	0	0	0	0	2e-08	0.844	0	FRAG
CP002686.1	22339734	22339844	-	AT1G02730.1	0.03	0	0	0	0	1e-08	0.757	3	FRAG
CP002686.1	22403438	22404861	-	AT1G60170.1	1.00	2	11	1	1	0.0	0.903	0	PSSD
CP002686.1	22405550	22405829	-	AT3G61250.1	0.35	2	11	2	0	2e-11	0.705	0	FRAG
CP002686.1	22504103	22512299	-	AT2G45540.1	0.60	30	137	11	0	4e-60	0.71	0	DUP
CP002686.1	22531074	22532115	-	AT3G61035.1	0.70	0	0	0	0	1e-90	0.99	0	DUP
CP002686.1	22562057	22562328	-	AT3G60150.1	0.36	0	1	0	0	4e-23	0.95	0	DUP
CP002686.1	22569116	22570044	-	AT4G20170.1	0.39	2	14	2	1	5e-35	0.89	0	DUP
CP002686.1	22572870	22575090	-	AT3G11040.1	0.66	41	13	7	9	1e-22	0.64	0	DUP
CP002686.1	22580548	22580748	-	AT4G20690.1	0.48	2	0	0	2	4e-15	0.910	0	FRAG
CP002686.1	22582361	22582541	-	AT2G22940.1	0.59	1	0	1	1	3e-20	0.917	0	FRAG
CP002686.1	22590932	22591261	-	AT2G45570.1	0.21	0	0	0	1	2e-30	0.564	0	FRAG
CP002686.1	22846264	22846411	-	AT5G36001.1	0.16	2	0	2	0	4e-15	0.800	0	FRAG
CP002686.1	23071164	23072110	-	AT3G62380.1	0.92	25	6	1	2	1e-45	0.398	0	FRAG
CP002686.1	23086560	23086807	-	AT5G55150.1	0.21	9	2	1	0	7e-13	0.659	0	FRAG
CP002686.1	23093801	23094935	-	AT3G54160.1	0.73	1	3	0	0	1e-09	0.69	0	FRAG
CP002686.1	23099651	23099855	-	AT3G62540.1	0.11	4	1	3	2	3e-07	0.779	0	FRAG
CP002686.1	23203810	23205125	-	AT3G24255.1	0.51	1	0	1	1	4e-89	0.98	3	DUP
CP002686.1	23299474	23300047	-	AT1G63900.2	0.35	24	0	1	1	1e-10	0.49	3	DUP
CP002686.1	23370151	23370389	-	AT5G26110.2	0.30	1	0	1	0	1e-09	0.81	0	FRAG
CP002684.1	132080	132225	-	AT1G03560.1	0.07	1	0	1	0	2e-09	0.796	0	FRAG
CP002684.1	402714	402824	-	AT3G60260.3	0.15	0	0	0	0	7e-07	0.703	0	FRAG
CP002684.1	558354	558548	-	AT4G20480.1	0.25	0	0	0	0	2e-13	0.585	0	FRAG
CP002684.1	660106	660405	-	AT1G02940.1	0.40	4	4	2	3	4e-18	0.654	0	FRAG
CP002684.1	889761	889850	-	AT1G03200.1	0.73	0	0	0	0	2e-07	0.900	0	FRAG
CP002684.1	1100200	1100471	-	AT5G07350.1	0.07	0	0	0	0	4e-12	0.90	3	DUP
CP002684.1	1210322	1210549	-	AT2G33450.1	0.53	0	0	0	0	2e-35	0.961	0	FRAG
CP002684.1	1293373	1293507	-	AT1G04645.1	0.35	0	0	0	2	4e-09	0.578	0	FRAG
CP002684.1	1443920	1444303	-	AT1G17630.1	0.18	0	0	0	2	3e-36	0.789	0	FRAG
CP002684.1	1446538	1447250	-	AT2G33080.1	0.33	12	13	7	3	4e-13	0.482	3	FRAG
CP002684.1	1453216	1454260	-	AT2G32630.1	0.64	17	58	10	3	2e-30	0.563	1	FRAG
CP002684.1	1598344	1598499	-	AT1G50080.1	0.57	0	0	0	0	8e-12	0.577	0	FRAG
CP002684.1	1942945	1944713	-	AT5G14850.2	0.92	39	20	6	16	7e-23	0.49	0	DUP
CP002684.1	1976138	1976266	-	AT1G52950.1	0.08	0	0	0	0	1e-08	0.744	0	FRAG
CP002684.1	3062433	3063281	-	AT1G57660.1	0.97	1	1	1	2	2e-32	0.90	0	DUP
CP002684.1	3359977	3360087	-	AT1G10170.1	0.03	0	0	0	0	8e-07	0.784	0	FRAG
CP002684.1	3361479	3361632	-	AT1G06150.1	0.04	1	4	1	1	2e-11	0.727	0	FRAG
CP002684.1	3363164	3363274	-	AT1G10240.1	0.05	0	0	0	1	4e-11	0.892	0	FRAG
CP002684.1	3547622	3547777	-	AT2G25370.2	0.12	0	11	0	0	9e-14	0.635	0	FRAG
CP002684.1	3823158	3823714	-	AT1G11362.1	1.00	3	0	1	0	1e-56	0.747	0	PSSD
CP002684.1	3867441	3868453	-	AT5G52930.1	0.88	31	6	3	1	5e-85	0.549	0	PSSD
CP002684.1	3987775	3987948	-	AT5G18020.1	0.64	0	0	0	1	8e-17	0.724	0	FRAG
CP002684.1	4294148	4294567	-	AT5G16640.1	0.27	2	0	0	0	7e-24	0.450	3	FRAG
CP002684.1	4323096	4323278	-	AT1G12300.1	0.10	0	1	0	1	8e-20	0.790	0	FRAG
CP002684.1	4505140	4505321	-	AT1G13200.1	0.14	1	0	1	1	1e-12	0.738	0	FRAG
CP002684.1	4599035	4599142	-	ATCG00860.1	0.02	0	0	0	0	2e-09	0.972	1	FRAG
CP002684.1	4627792	4628472	-	AT1G13480.1	0.58	8	7	0	0	3e-35	0.675	0	FRAG
CP002684.1	4686559	4686770	-	AT4G26280.1	0.23	1	0	1	1	6e-10	0.549	0	FRAG
CP002684.1	4762012	4762424	-	AT1G13810.1	0.69	1	70	1	6	2e-09	0.332	0	FRAG
CP002684.1	4815698	4816277	-	AT1G23201.1	0.94	29	7	4	5	3e-09	0.352	0	FRAG
CP002684.1	4825016	4827363	-	AT1G13800.1	1.00	10	105	5	1	0.0	0.684	0	PSSD
CP002684.1	4832486	4832768	-	AT1G14120.1	0.30	4	0	2	5	5e-21	0.695	0	FRAG
CP002684.1	4841933	4842353	-	AT3G57770.1	0.54	7	8	2	3	8e-08	0.376	0	FRAG
CP002684.1	4997959	4998137	-	AT3G45260.1	0.13	2	0	2	1	2e-07	0.661	0	FRAG
CP002684.1	5265846	5268161	-	AT3G42170.1	0.84	13	5	0	0	5e-113	0.45	0	DUP
CP002684.1	5520979	5521302	-	AT5G52410.1	0.22	4	7	2	2	5e-07	0.617	0	FRAG
CP002684.1	5528227	5528341	-	AT1G16170.1	0.41	1	0	1	0	9e-09	0.868	0	FRAG
CP002684.1	5699964	5700162	-	AT2G13430.1	0.39	2	3	2	2	4e-09	0.629	0	FRAG
CP002684.1	5975392	5975681	-	AT5G48860.1	0.51	11	0	3	1	3e-10	0.753	0	FRAG
CP002684.1	6127769	6128351	-	AT3G24255.1	0.21	8	0	4	2	6e-25	0.57	0	DUP
CP002684.1	6262057	6262330	-	AT1G18200.1	0.41	2	3	2	0	1e-24	0.842	1	FRAG
CP002684.1	6264343	6264627	-	AT1G23201.1	0.42	18	2	0	1	6e-08	0.361	3	FRAG
CP002684.1	6342188	6342695	-	AT1G58060.1	0.10	0	0	0	0	4e-64	0.95	2	DUP
CP002684.1	6472161	6472250	-	AT1G18760.1	0.13	0	0	0	0	1e-11	0.933	0	FRAG
CP002684.1	6768823	6770704	-	AT4G13992.1	0.98	3	4	1	0	0.0	0.686	0	PSSD
CP002684.1	6848330	6850398	-	AT3G01610.1	0.95	8	96	3	2	1e-143	0.483	0	PSSD
CP002684.1	6947441	6947587	-	AT1G34070.1	0.16	0	1	0	2	1e-12	0.700	1	FRAG
CP002684.1	7065425	7065763	-	AT1G20400.1	0.09	3	0	0	1	4e-09	0.90	0	FRAG
CP002684.1	7161890	7163076	-	AT3G61340.1	0.96	9	6	1	0	1e-120	0.609	1	PSSD
CP002684.1	7198722	7198863	-	AT1G20750.1	0.04	1	4	1	0	5e-08	0.765	0	FRAG
CP002684.1	7204966	7208432	-	AT1G20720.1	0.53	12	2	12	1	3e-42	0.80	0	DUP
CP002684.1	7225155	7225708	-	AT1G20795.1	0.44	6	5	1	4	9e-27	0.479	0	FRAG
CP002684.1	7428250	7428921	-	AT1G21280.1	0.97	1	6	0	0	1e-41	0.565	0	PSSD
CP002684.1	7442248	7442952	-	AT1G21280.1	1.00	0	2	0	0	3e-81	0.755	0	PSSD
CP002684.1	7449985	7450695	-	AT1G21280.1	0.99	5	2	0	0	4e-68	0.623	0	PSSD
CP002684.1	7451031	7451707	-	AT1G21280.1	1.00	1	10	1	0	6e-40	0.534	0	PSSD
CP002684.1	7527101	7528187	-	AT3G17480.1	0.97	17	17	1	0	1e-46	0.398	0	FRAG
CP002684.1	7892887	7894498	-	AT1G22340.1	0.99	3	2	1	0	0.0	0.82	0	DUP
CP002684.1	8071562	8071675	-	AT1G76690.1	0.10	0	0	0	1	4e-07	0.658	0	FRAG
CP002684.1	8282614	8283399	-	AT2G02560.1	0.22	3	24	3	2	4e-09	0.40	3	FRAG
CP002684.1	8364777	8366362	-	AT1G23640.1	0.96	3	1	2	0	3e-38	0.66	0	DUP
CP002684.1	8369231	8370133	-	AT1G23660.1	0.77	24	0	2	1	5e-54	0.53	1	DUP
CP002684.1	8451071	8451446	-	AT1G24000.1	0.98	7	0	1	3	2e-34	0.645	2	PSSD
CP002684.1	8487051	8487363	-	AT1G23965.1	0.87	5	0	2	0	3e-26	0.876	0	PSSD
CP002684.1	8511589	8511765	-	AT5G54215.1	0.71	0	0	0	0	2e-21	0.780	0	PSSD
CP002684.1	8575864	8576215	-	AT1G27220.1	0.44	2	0	0	1	1e-14	0.63	0	DUP
CP002684.1	8590890	8591065	-	AT1G69770.1	0.08	1	7	1	0	8e-08	0.545	3	FRAG
CP002684.1	8643785	8644087	-	AT3G25080.1	0.56	6	1	0	0	1e-17	0.549	0	FRAG
CP002684.1	8644943	8646022	-	AT2G13770.1	0.85	0	3	0	1	9e-16	0.95	0	DUP
CP002684.1	8650535	8650915	-	AT1G24388.1	0.69	3	0	3	0	2e-20	0.83	2	DUP
CP002684.1	8701566	8702117	-	AT1G67800.1	0.27	10	2	1	1	1e-28	0.75	0	DUP
CP002684.1	8737955	8738365	-	AT1G09245.1	1.00	0	2	0	1	3e-50	0.676	3	PSSD
CP002684.1	8740509	8740919	-	AT1G09245.1	1.00	0	2	0	2	5e-45	0.640	3	PSSD
CP002684.1	8789379	8789673	-	AT1G24822.1	0.38	17	0	1	1	9e-36	0.845	0	FRAG
