# Intersecting genes (threshold: 60.0%)
# Total genes in file1: 3705
# Total genes in file2: 7859
# Total matches found: 2598
# Match percentage: 70.12%
# Average values:
#   pseudopipe coverage: 0.53
#   pseudoscope coverage: 0.57
#   pseudopipe identity: 0.66
#   pseudoscope identity: 0.63
#   overlap: 94.93%

# chrom	ppipe_start	ppipe_end	pscope_start	pscope_end	ppipe_cov	pscope_cov	ppipe_ident	pscope_ident	overlap
CP002686.1	16717947	16718192	16717950	16718231	0.30	0.34	0.87	0.76	98.78%
CP002686.1	16718667	16718747	16718670	16718747	0.68	0.65	0.96	0.96	96.30%
CP002686.1	16766617	16767361	16766620	16767412	0.53	0.56	0.39	0.66	99.60%
CP002686.1	16990105	16992408	16990108	17004867	0.94	1.00	0.95	0.88	99.87%
CP002686.1	17004684	17004885	16990108	17004867	0.15	1.00	0.84	0.88	91.09%
CP002686.1	17058011	17058115	17058014	17058115	1.00	0.97	0.80	0.77	97.14%
CP002686.1	17065477	17065662	17064318	17066876	0.13	0.59	0.70	0.83	100.00%
CP002686.1	17065840	17066074	17064318	17066876	0.22	0.59	0.53	0.83	100.00%
CP002686.1	17122930	17123394	17122942	17123400	0.31	0.28	0.62	0.65	97.42%
CP002686.1	17145541	17145715	17145544	17145715	0.19	0.19	0.88	0.88	98.29%
CP002686.1	17167053	17167284	17167141	17167284	0.25	0.20	0.50	0.53	62.07%
CP002686.1	17177530	17177649	17177533	17177649	0.14	0.13	0.68	0.68	97.50%
CP002686.1	17188839	17189128	17188905	17189128	1.00	0.75	0.56	0.62	77.24%
CP002686.1	17274938	17275265	17274941	17275265	0.07	0.08	0.90	0.95	99.09%
CP002686.1	17392287	17392497	17392299	17392433	0.20	0.14	0.62	0.77	63.98%
CP002686.1	17728575	17728766	17728389	17728956	0.17	0.75	0.56	0.54	100.00%
CP002686.1	17774955	17775119	17774958	17775119	0.36	0.26	0.76	0.66	98.18%
CP002686.1	17959562	17960513	17959559	17960749	0.86	0.92	0.49	0.39	100.00%
CP002686.1	18020561	18020872	18020624	18020872	0.65	0.54	0.44	0.45	79.81%
CP002686.1	18106691	18106792	18106521	18106789	0.10	0.14	0.83	0.91	97.06%
CP002686.1	18225523	18226805	18225523	18226811	1.00	0.98	0.48	0.67	100.00%
CP002686.1	18531819	18532258	18531840	18532246	0.37	0.39	0.61	0.49	92.50%
CP002686.1	18832025	18832210	18831974	18832225	0.39	0.51	0.48	0.36	100.00%
CP002686.1	18832647	18833047	18832749	18833047	0.98	0.68	0.42	0.44	74.56%
CP002686.1	19012368	19012469	19012371	19012469	0.07	0.07	0.85	0.85	97.06%
CP002686.1	19152741	19152848	19152744	19152848	1.00	0.97	0.89	0.89	97.22%
CP002686.1	19153141	19153253	19153144	19153253	0.93	0.91	0.75	0.75	97.35%
CP002686.1	19310077	19310371	19310080	19310362	0.37	0.25	0.65	0.69	95.93%
CP002686.1	19313420	19314077	19313443	19314077	0.48	0.46	0.52	0.49	96.50%
CP002686.1	19586272	19587042	19586350	19586855	0.27	0.16	0.56	0.62	65.63%
CP002686.1	19612274	19612558	19612277	19612558	0.24	0.24	0.66	0.89	98.95%
CP002686.1	19622373	19622477	19622376	19622477	1.00	0.97	0.94	0.91	97.14%
CP002686.1	19638399	19639278	19638315	19639269	0.82	0.86	0.52	0.40	98.98%
CP002686.1	19800344	19800695	19800364	19800729	0.39	0.35	0.69	0.33	94.32%
CP002686.1	20487969	20488469	20487972	20488475	1.00	0.99	0.90	0.50	99.40%
CP002686.1	20539329	20539784	20539305	20539853	0.49	0.51	0.38	0.34	100.00%
CP002686.1	21004411	21004569	21004414	21004569	0.20	0.19	0.83	0.83	98.11%
CP002686.1	21004877	21005238	21004880	21005224	0.34	0.30	0.55	0.31	95.30%
CP002686.1	21005329	21005718	21005374	21006267	0.20	0.19	0.72	0.76	88.46%
CP002686.1	21195878	21196195	21195875	21196282	0.30	0.36	0.39	0.33	100.00%
CP002686.1	21346659	21346817	21346662	21346817	0.20	0.19	0.85	0.85	98.11%
CP002686.1	21418188	21418439	21418191	21418439	0.51	0.51	0.88	0.88	98.81%
CP002686.1	21568001	21568186	21567940	21568186	0.34	0.31	0.52	0.43	100.00%
CP002686.1	21591188	21591388	21591158	21591388	0.39	0.23	0.75	0.39	100.00%
CP002686.1	21792421	21793856	21792376	21793856	0.98	1.00	0.56	0.65	100.00%
CP002686.1	21975747	21975945	21975750	21975912	0.22	0.19	0.79	0.82	81.91%
CP002686.1	22030637	22031073	22030640	22031073	0.62	0.62	0.71	0.83	99.31%
CP002686.1	22059103	22059543	22059106	22059570	0.23	0.24	0.77	0.46	99.32%
CP002686.1	22232026	22237075	22232029	22237075	1.00	0.99	0.92	0.92	99.94%
CP002686.1	22237689	22242251	22237692	22242251	0.15	0.14	0.90	0.90	99.93%
CP002686.1	22241018	22241113	22237692	22242251	0.80	0.14	0.84	0.90	100.00%
CP002686.1	22403438	22404861	22403441	22404861	1.00	1.00	0.90	0.90	99.79%
CP002686.1	22405550	22405829	22405635	22405829	0.35	0.22	0.70	0.85	69.64%
CP002686.1	22531074	22532115	22530717	22531985	0.70	0.96	0.99	0.99	87.52%
CP002686.1	22562057	22562328	22562060	22562576	0.36	0.43	0.95	0.93	98.90%
CP002686.1	22580548	22580748	22580560	22580748	0.48	0.46	0.91	0.95	94.03%
CP002686.1	22590932	22591261	22590875	22591258	0.21	0.25	0.56	0.30	99.09%
CP002686.1	22846264	22846411	22846197	22846404	0.16	0.46	0.80	0.82	95.27%
CP002686.1	23071164	23072110	23066869	23072110	0.92	0.30	0.40	0.41	100.00%
CP002686.1	23086560	23086807	23086584	23086807	0.21	0.19	0.66	0.82	90.32%
CP002686.1	23099651	23099855	23099385	23099825	0.11	0.74	0.78	0.78	85.37%
CP002686.1	23203810	23205125	23203720	23205290	0.51	0.98	0.98	0.98	100.00%
CP002684.1	132080	132225	132083	132225	0.07	0.07	0.80	0.80	97.95%
CP002684.1	402714	402824	402249	402815	0.15	0.88	0.70	0.63	91.89%
CP002684.1	660106	660405	660103	660405	0.40	0.40	0.65	0.65	100.00%
CP002684.1	889761	889850	889731	889850	0.73	0.98	0.90	0.71	100.00%
CP002684.1	1100200	1100471	1100203	1100471	0.07	0.07	0.90	0.86	98.90%
CP002684.1	1443920	1444303	1443923	1444303	0.18	0.17	0.79	0.79	99.22%
CP002684.1	1453216	1454260	1453266	1454331	0.64	0.88	0.56	0.66	95.22%
CP002684.1	1598344	1598499	1598341	1598532	0.57	0.22	0.58	0.49	100.00%
CP002684.1	1942945	1944713	1942945	1944028	0.92	0.53	0.49	0.74	61.28%
CP002684.1	1976138	1976266	1976141	1976266	0.08	0.07	0.74	0.74	97.67%
CP002684.1	3062433	3063281	3062436	3063281	0.97	0.96	0.90	0.79	99.65%
CP002684.1	3361479	3361632	3361482	3361625	0.04	0.09	0.73	0.76	93.51%
CP002684.1	3363164	3363274	3363167	3363274	0.05	0.05	0.89	0.89	97.30%
CP002684.1	3547622	3547777	3546813	3547771	0.12	0.18	0.64	0.69	96.15%
CP002684.1	3823158	3823714	3823161	3823699	1.00	0.97	0.75	0.75	96.77%
CP002684.1	3867441	3868453	3867441	3868447	0.88	0.88	0.55	0.47	99.41%
CP002684.1	3987775	3987948	3987766	3987948	0.64	0.67	0.72	0.69	100.00%
CP002684.1	4505140	4505321	4505143	4505312	0.14	0.13	0.74	0.78	93.41%
CP002684.1	4627792	4628472	4627257	4633571	0.58	0.72	0.68	0.83	100.00%
CP002684.1	4825016	4827363	4825019	4827363	1.00	1.00	0.68	0.70	99.87%
CP002684.1	4832486	4832768	4832512	4832768	0.30	0.27	0.69	0.70	90.81%
CP002684.1	4997959	4998137	4997959	4998137	0.13	0.11	0.66	0.77	100.00%
CP002684.1	5265846	5268161	5265849	5268161	0.84	0.84	0.45	0.47	99.87%
CP002684.1	5520979	5521302	5520982	5521305	0.22	0.22	0.62	0.61	99.07%
CP002684.1	5528227	5528341	5528230	5528341	0.41	0.40	0.87	0.87	97.39%
CP002684.1	5699964	5700162	5699967	5700162	0.39	0.38	0.63	0.63	98.49%
CP002684.1	5975392	5975681	5975395	5975681	0.51	0.50	0.75	0.75	98.97%
CP002684.1	6127769	6128351	6127779	6128181	0.21	0.13	0.57	0.67	69.13%
CP002684.1	6262057	6262330	6262075	6262324	0.41	0.38	0.84	0.86	91.24%
CP002684.1	6472161	6472250	6472164	6472250	0.13	0.10	0.93	0.90	96.67%
CP002684.1	6768823	6770704	6768811	6770707	0.98	0.99	0.69	0.68	100.00%
CP002684.1	6848330	6850398	6848384	6850398	0.95	0.92	0.48	0.52	97.39%
CP002684.1	6947441	6947587	6947429	6947611	0.16	0.21	0.70	0.63	100.00%
CP002684.1	7065425	7065763	7065467	7065892	0.09	0.89	0.90	0.87	87.61%
CP002684.1	7161890	7163076	7161890	7163094	0.96	0.98	0.61	0.44	100.00%
CP002684.1	7198722	7198863	7198725	7199327	0.04	0.07	0.77	0.85	97.89%
CP002684.1	7225155	7225708	7225158	7225696	0.44	0.43	0.48	0.48	97.29%
CP002684.1	7428250	7428921	7428253	7428921	0.97	0.96	0.56	0.56	99.55%
CP002684.1	7442248	7442952	7442251	7451707	1.00	1.00	0.76	0.64	99.57%
CP002684.1	7449985	7450695	7442251	7451707	0.99	1.00	0.62	0.64	100.00%
CP002684.1	7451031	7451707	7442251	7451707	1.00	1.00	0.53	0.64	100.00%
CP002684.1	7527101	7528187	7527101	7528232	0.97	0.71	0.40	0.33	100.00%
CP002684.1	7892887	7894498	7892884	7894498	0.99	1.00	0.82	0.76	100.00%
CP002684.1	8071562	8071675	8071598	8071681	0.10	0.07	0.66	0.69	68.42%
CP002684.1	8364777	8366362	8364756	8366380	0.96	0.98	0.66	0.69	100.00%
CP002684.1	8511589	8511765	8511592	8511813	0.71	0.89	0.78	0.65	98.31%
CP002684.1	8590890	8591065	8590893	8591065	0.08	0.08	0.55	0.77	98.30%
CP002684.1	8643785	8644087	8643788	8644138	0.56	0.66	0.55	0.50	99.01%
CP002684.1	8644943	8646022	8644793	8646022	0.85	1.00	0.95	0.91	100.00%
CP002684.1	8650535	8650915	8650538	8650915	0.69	0.69	0.83	0.84	99.21%
CP002684.1	8737955	8738365	8737958	8740919	1.00	0.99	0.68	0.66	99.27%
CP002684.1	8740509	8740919	8737958	8740919	1.00	0.99	0.64	0.66	100.00%
CP002684.1	8789379	8789673	8789382	8789673	0.38	0.38	0.84	0.97	98.98%
CP002684.1	8828279	8828656	8826289	8829166	0.85	1.00	1.00	0.90	100.00%
CP002684.1	9291358	9291792	9291352	9291792	0.28	0.29	0.62	0.60	100.00%
CP002684.1	9570858	9571966	9570969	9571987	0.96	0.90	0.83	0.79	89.99%
CP002684.1	10023071	10023470	10023050	10023427	0.20	0.37	0.40	0.31	89.25%
CP002684.1	10049485	10050061	10049670	10057780	0.72	0.91	0.45	0.51	67.94%
CP002684.1	10056358	10057457	10049670	10057780	0.76	0.91	0.55	0.51	100.00%
CP002684.1	10201105	10201641	10201097	10201731	0.50	0.89	0.44	0.56	100.00%
CP002684.1	10389416	10391965	10389452	10393629	0.60	0.58	0.78	0.67	98.59%
CP002684.1	10614262	10614867	10614265	10614867	0.96	0.95	0.44	0.44	99.50%
CP002684.1	10981457	10981697	10981460	10981646	0.15	0.11	0.62	0.64	77.59%
CP002684.1	11007082	11008154	11006958	11027002	0.95	0.99	0.53	0.58	100.00%
CP002684.1	11011169	11012280	11006958	11027002	0.94	0.99	0.53	0.58	100.00%
CP002684.1	11017833	11018990	11006958	11027002	1.00	0.99	0.70	0.58	100.00%
CP002684.1	11022188	11023323	11006958	11027002	1.00	0.99	0.69	0.58	100.00%
CP002684.1	11026250	11026821	11006958	11027002	0.34	0.99	0.57	0.58	100.00%
CP002684.1	11096177	11100779	11096111	11100818	0.63	0.83	0.55	0.37	100.00%
CP002684.1	11126677	11126925	11126680	11126928	0.11	0.11	0.52	0.51	98.80%
CP002684.1	11165711	11165867	11165714	11165855	0.49	0.44	0.73	0.75	90.45%
CP002684.1	11179998	11180462	11180073	11180409	0.52	0.38	0.56	0.57	72.47%
CP002684.1	11240911	11241625	11238223	11241499	0.56	0.86	0.72	0.68	82.38%
CP002684.1	11321775	11322333	11321778	11322345	0.28	0.28	0.74	0.73	99.46%
CP002684.1	11454165	11454352	11454168	11454940	0.46	0.93	0.84	0.65	98.40%
CP002684.1	11484579	11484902	11484564	11484911	0.64	0.66	0.39	0.32	100.00%
CP002684.1	11498552	11499272	11498602	11499567	0.64	0.89	0.54	0.56	93.07%
CP002684.1	11501683	11503042	11501683	11503076	0.79	0.76	0.64	0.42	100.00%
CP002684.1	11698280	11698899	11697990	11704897	0.56	0.32	0.65	0.84	100.00%
CP002684.1	11812806	11812962	11812812	11812962	0.18	0.55	0.65	0.57	96.18%
CP002684.1	12197725	12198321	12197728	12198321	0.50	0.49	0.82	0.84	99.50%
CP002684.1	12232939	12233097	12232942	12233097	0.14	0.13	0.70	0.70	98.11%
CP002684.1	12255368	12255779	12255371	12255791	0.49	0.50	0.72	0.72	99.27%
CP002684.1	12410850	12411274	12407916	12415254	0.98	0.45	0.52	0.41	100.00%
CP002684.1	12454929	12455105	12454845	12455102	0.32	0.13	0.58	0.39	98.31%
CP002684.1	12467022	12467808	12467052	12475134	0.54	0.61	0.44	0.52	96.19%
CP002684.1	12495726	12496038	12495735	12495948	0.81	0.63	0.57	0.66	68.37%
CP002684.1	12555418	12555546	12555421	12555546	0.86	0.84	0.72	0.72	97.67%
CP002684.1	12576856	12577005	12576859	12577005	1.00	0.98	0.80	0.80	98.00%
CP002684.1	12602913	12603464	12602916	12603464	0.40	0.39	0.84	0.88	99.46%
CP002684.1	12643073	12643711	12643076	12643765	0.80	0.85	0.35	0.44	99.53%
CP002684.1	12711528	12711796	12711184	12713471	0.42	0.35	0.46	0.71	100.00%
CP002684.1	12741950	12742159	12741953	12742165	0.06	0.07	0.80	0.45	98.57%
CP002684.1	12751214	12751594	12751229	12752445	0.75	0.73	0.48	0.27	96.06%
CP002684.1	12854991	12855118	12854994	12855118	0.08	0.07	0.77	0.77	97.66%
CP002684.1	12856342	12857961	12856240	12857964	0.93	0.99	0.36	0.35	100.00%
CP002684.1	12861198	12861644	12861231	12861746	0.49	0.98	0.29	0.44	92.62%
CP002684.1	12893342	12893765	12893345	12893765	0.25	0.25	0.78	0.73	99.29%
CP002684.1	12939607	12941542	12939601	12941542	0.98	0.98	0.78	0.78	100.00%
CP002684.1	12971794	12972086	12971797	12972086	0.19	0.19	0.67	0.67	98.98%
CP002684.1	12979962	12980255	12979965	12980258	0.44	0.43	0.58	0.58	98.98%
CP002684.1	12994469	12994796	12994552	12995547	0.19	0.20	0.60	0.72	74.70%
CP002684.1	13022718	13023579	13022915	13023579	0.74	0.61	0.55	0.60	77.15%
CP002684.1	13179087	13179304	13179045	13179260	0.72	0.14	0.86	0.80	79.82%
CP002684.1	13212615	13212920	13212618	13212920	0.12	0.12	0.68	0.57	99.02%
CP002684.1	13239440	13239568	13239443	13239568	0.09	0.09	0.89	0.89	97.67%
CP002684.1	13306603	13307584	13306606	13307547	1.00	0.97	0.88	0.89	95.93%
CP002684.1	13307748	13308941	13307751	13309520	0.81	0.99	0.76	0.78	99.75%
CP002684.1	13390835	13391329	13390919	13392544	0.96	0.95	0.87	0.28	83.03%
CP002684.1	13406230	13407328	13406121	13414989	1.00	1.00	0.81	0.53	100.00%
CP002684.1	13410096	13411449	13406121	13414989	0.81	1.00	0.38	0.53	100.00%
CP002684.1	13414519	13415069	13406121	13414989	0.51	1.00	0.37	0.53	85.48%
CP002684.1	13434786	13435076	13434789	13435076	0.24	0.24	0.67	0.67	98.97%
CP002684.1	13472152	13472499	13472122	13472508	0.13	0.38	0.45	0.38	100.00%
CP002684.1	13636688	13636825	13636691	13636825	0.09	0.08	0.86	0.86	97.83%
CP002684.1	13675321	13675488	13675324	13675488	0.37	0.36	0.64	0.64	98.21%
CP002684.1	13728578	13729561	13728617	13729618	1.00	0.96	0.56	0.58	96.04%
CP002684.1	13826804	13827399	13825755	13827399	0.72	1.00	0.76	0.80	100.00%
CP002684.1	13838657	13838770	13838660	13839095	0.51	0.97	0.87	0.88	97.37%
CP002684.1	13861474	13862925	13861468	13865032	0.52	0.67	0.40	0.38	100.00%
CP002684.1	13877990	13878553	13877993	13878553	0.38	0.38	0.79	0.79	99.47%
CP002684.1	13882929	13883069	13882917	13883069	0.23	0.21	0.72	0.69	100.00%
CP002684.1	13912169	13919383	13912315	13919383	0.93	0.80	0.44	0.49	97.98%
CP002684.1	13961977	13963632	13961971	13963632	0.72	0.72	0.37	0.37	100.00%
CP002684.1	14014235	14014389	14014238	14014389	0.29	0.28	0.94	0.94	98.06%
CP002684.1	14030812	14031019	14030815	14031674	0.13	0.14	0.68	0.78	98.56%
CP002684.1	14032738	14033386	14032654	14033318	0.29	0.30	0.58	0.50	89.52%
CP002684.1	14038436	14038904	14038439	14038904	0.67	0.67	0.82	0.83	99.36%
CP002684.1	14142599	14142718	14142602	14142742	0.08	0.10	0.75	0.65	97.50%
CP002684.1	14143867	14144344	14143852	14145049	0.54	0.75	0.30	0.40	100.00%
CP002684.1	14286702	14286919	14282593	14286875	0.72	0.14	0.85	0.89	79.82%
CP002684.1	14541942	14542178	14541789	14542178	0.15	0.24	0.68	0.49	100.00%
CP002684.1	15003039	15003751	15003021	15009101	0.23	0.28	0.93	0.97	100.00%
CP002684.1	15078837	15079893	15078840	15081251	0.69	1.00	0.61	0.67	99.72%
CP002684.1	15219696	15219851	15219699	15219938	0.34	0.52	0.54	0.43	98.08%
CP002684.1	15315851	15316006	15290663	15378402	0.34	0.11	0.54	0.50	100.00%
CP002684.1	15443624	15443940	15441459	15443940	0.73	0.90	0.63	0.64	100.00%
CP002684.1	15633088	15633440	15633070	15634185	0.72	0.99	0.56	0.58	100.00%
CP002684.1	15647779	15647987	15647587	15648858	0.19	0.42	0.52	0.69	100.00%
CP002684.1	15688007	15688504	15688056	15688367	0.35	0.21	0.43	0.32	62.65%
CP002684.1	15702352	15702829	15702355	15702829	1.00	0.99	0.82	0.82	99.37%
CP002684.1	15757961	15758398	15757964	15760159	0.99	0.99	0.87	0.83	99.32%
CP002684.1	15759689	15760159	15757964	15760159	0.99	0.99	0.80	0.83	100.00%
CP002684.1	15765230	15765678	15765230	15765678	0.21	0.21	0.78	0.78	100.00%
CP002684.1	15885457	15885892	15885245	15885892	0.42	0.49	0.75	0.76	100.00%
CP002684.1	15913407	15916881	15913410	15916680	0.84	0.80	0.72	0.73	94.13%
CP002684.1	15946022	15946985	15946025	15946985	0.58	0.57	0.87	0.82	99.69%
CP002684.1	15991636	15992538	15991639	15992538	0.98	0.98	0.79	0.79	99.67%
CP002684.1	15993015	15993273	15993018	15993273	0.30	0.29	0.82	0.81	98.84%
CP002684.1	16027082	16027525	16027094	16027525	0.94	0.98	0.40	0.35	97.30%
CP002684.1	16028394	16028580	16028418	16028580	0.52	0.45	0.79	0.84	87.17%
CP002684.1	16029893	16030933	16029896	16032294	0.69	1.00	0.63	0.68	99.71%
CP002684.1	16032990	16034050	16032976	16034050	0.30	0.30	0.73	0.84	100.00%
CP002684.1	16063838	16064329	16059214	16065370	0.61	0.21	0.35	0.66	100.00%
CP002684.1	16064803	16065391	16059214	16065370	0.30	0.21	0.64	0.66	96.43%
CP002684.1	16185841	16187658	16185725	16187658	1.00	1.00	0.90	0.88	100.00%
CP002684.1	16213879	16225810	16213882	16227777	1.00	1.00	0.97	0.96	99.97%
CP002684.1	16227321	16227777	16213882	16227777	0.30	1.00	0.95	0.96	100.00%
CP002684.1	16236416	16236735	16236407	16236802	0.21	0.24	0.66	0.39	100.00%
CP002684.1	16271234	16272787	16271252	16272847	0.58	0.62	0.82	0.41	98.84%
CP002684.1	16355280	16355915	16355271	16356329	0.65	0.95	0.74	0.69	100.00%
CP002684.1	16401698	16402979	16401731	16402988	0.49	0.88	0.56	0.52	97.43%
CP002684.1	16409346	16409774	16409349	16409642	0.20	0.13	0.51	0.66	68.53%
CP002684.1	16459567	16459879	16459570	16459879	0.07	0.07	0.91	0.91	99.04%
CP002684.1	16499283	16500183	16499317	16500183	0.94	0.90	0.70	0.71	96.23%
CP002684.1	16500178	16500296	16500181	16500296	0.26	0.25	0.75	0.75	97.48%
CP002684.1	16604282	16604598	16604369	16604598	0.78	0.59	0.45	0.46	72.56%
CP002684.1	16638579	16638779	16638531	16638806	0.16	0.22	0.48	0.40	100.00%
CP002684.1	16644354	16645265	16644357	16645265	0.99	0.98	0.79	0.79	99.67%
CP002684.1	16648678	16649534	16648681	16649443	0.99	0.89	0.54	0.52	89.03%
CP002684.1	16693443	16694025	16692367	16694025	0.72	1.00	0.98	0.94	100.00%
CP002684.1	16729192	16730328	16729402	16735761	0.74	0.42	0.47	0.30	81.53%
CP002684.1	16730871	16732167	16729402	16735761	0.91	0.42	0.61	0.30	100.00%
CP002684.1	16816899	16817379	16816999	16817483	0.84	0.57	0.51	0.44	79.21%
CP002684.1	16880604	16880831	16880032	16883072	0.40	0.45	0.68	0.71	100.00%
CP002684.1	16881546	16881735	16880032	16883072	0.08	0.45	0.75	0.71	100.00%
CP002684.1	16884157	16884291	16884160	16884291	0.09	0.08	0.67	0.64	97.78%
CP002684.1	16968319	16969280	16968460	16969283	0.64	0.58	0.46	0.55	85.34%
CP002684.1	17030501	17030852	17030501	17030796	0.56	0.72	0.50	0.43	84.09%
CP002684.1	17188668	17188898	17188668	17188904	0.16	0.14	0.64	0.54	100.00%
CP002684.1	17198262	17198552	17198265	17198552	0.46	0.45	0.72	0.72	98.97%
CP002684.1	17198604	17198816	17198607	17198816	0.60	0.59	0.75	0.75	98.59%
CP002684.1	17230463	17231369	17230640	17231402	1.00	0.77	0.71	0.78	80.49%
CP002684.1	17303042	17303285	17303045	17303285	0.19	0.18	0.77	0.77	98.77%
CP002684.1	17347854	17348401	17347857	17348416	0.37	0.42	0.56	0.51	99.45%
CP002684.1	17406224	17409298	17400933	17413911	0.71	1.00	0.47	0.84	100.00%
CP002684.1	17450198	17450469	17450189	17450455	0.40	0.42	0.66	0.64	94.85%
CP002684.1	17486694	17487824	17486697	17487824	0.97	0.96	0.84	0.84	99.73%
CP002684.1	17489154	17489447	17489157	17489447	0.45	0.44	0.91	0.50	98.98%
CP002684.1	17495608	17495880	17495611	17495880	0.10	0.11	0.89	0.55	98.90%
CP002684.1	17510940	17511492	17510943	17511492	0.53	0.53	0.95	0.95	99.46%
CP002684.1	17516283	17517850	17516274	17517847	1.00	0.98	0.88	0.35	99.81%
CP002684.1	17528958	17529198	17528961	17536138	0.78	0.77	0.85	0.87	98.76%
CP002684.1	17535901	17536138	17528961	17536138	0.77	0.77	0.89	0.87	100.00%
CP002684.1	17550304	17550522	17550295	17550528	0.22	0.22	0.76	0.45	100.00%
CP002684.1	17591895	17592564	17591958	17592564	0.88	0.81	0.43	0.75	90.60%
CP002684.1	17627783	17630270	17627786	17630117	1.00	0.88	0.61	0.70	93.73%
CP002684.1	17675488	17676663	17675470	17676676	0.67	0.62	0.67	0.34	100.00%
CP002684.1	17729709	17729869	17729754	17729869	0.15	0.10	0.78	0.68	72.05%
CP002684.1	17826600	17827725	17827035	17827824	1.00	0.95	0.42	0.47	61.37%
CP002684.1	18219522	18220017	18219602	18220017	0.18	0.12	0.62	0.67	83.87%
CP002684.1	18241797	18241937	18241785	18241964	0.52	0.41	0.57	0.47	100.00%
CP002684.1	18275069	18276287	18275072	18276302	0.90	0.71	0.48	0.38	99.75%
CP002684.1	18388486	18388673	18388552	18388685	0.22	0.16	0.66	0.64	64.89%
CP002684.1	18434567	18435024	18434727	18435066	0.39	0.31	0.46	0.34	65.07%
CP002684.1	18492147	18492254	18492150	18492792	0.17	0.27	0.83	0.85	97.22%
CP002684.1	18506846	18506953	18506846	18506953	0.11	0.11	0.69	0.68	100.00%
CP002684.1	18640725	18641604	18640737	18641772	0.99	0.99	0.48	0.50	98.64%
CP002684.1	18644353	18645015	18644326	18645042	0.39	0.43	0.63	0.45	100.00%
CP002684.1	18700755	18701059	18700758	18701059	0.20	0.20	0.70	0.70	99.02%
CP002684.1	18745980	18746120	18745989	18746120	0.08	0.08	0.62	0.64	93.62%
CP002684.1	18814694	18814906	18813620	18814945	0.15	0.54	0.66	0.51	100.00%
CP002684.1	18923373	18923960	18923352	18923957	0.41	0.46	0.59	0.30	99.49%
CP002684.1	19006532	19006693	19006532	19006693	0.10	0.10	0.72	0.71	100.00%
CP002684.1	19317508	19318835	19317511	19318835	1.00	1.00	0.81	0.81	99.77%
CP002684.1	19319495	19320064	19319565	19320064	0.39	0.33	0.77	0.83	87.72%
CP002684.1	19372174	19372424	19372137	19372436	0.14	0.21	0.70	0.32	100.00%
CP002684.1	19444879	19445882	19445069	19452032	0.42	0.56	0.63	0.81	81.08%
CP002684.1	19450845	19452032	19445069	19452032	0.54	0.56	0.73	0.81	100.00%
CP002684.1	19714038	19714223	19714041	19714223	0.13	0.12	0.52	0.52	98.39%
CP002684.1	19749865	19750330	19749937	19752724	0.23	0.60	0.66	0.78	84.55%
CP002684.1	19751375	19752724	19749937	19752724	0.60	0.60	0.88	0.78	100.00%
CP002684.1	20084646	20085160	20084649	20092996	0.43	0.42	0.46	0.45	99.42%
CP002684.1	20092721	20092891	20084649	20092996	0.15	0.42	0.56	0.45	100.00%
CP002684.1	20156732	20156887	20156735	20156887	0.27	0.27	0.65	0.65	98.08%
CP002684.1	20170258	20170635	20169963	20170635	0.47	0.31	0.67	0.55	100.00%
CP002684.1	20318706	20319554	20318709	20319819	0.53	0.70	0.91	0.90	99.65%
CP002684.1	20408413	20411251	20408416	20411447	0.94	0.99	0.59	0.61	99.89%
CP002684.1	20532847	20534375	20532847	20534375	1.00	1.00	0.68	0.73	100.00%
CP002684.1	20681016	20681834	20680053	20690851	0.38	0.96	0.70	0.68	100.00%
CP002684.1	20688625	20690857	20680053	20690851	0.98	0.96	0.68	0.68	99.73%
CP002684.1	21150504	21152748	21150782	21157534	0.88	0.82	0.47	0.46	87.62%
CP002684.1	21155334	21156198	21150782	21157534	0.54	0.82	0.50	0.46	100.00%
CP002684.1	21173778	21174082	21173681	21174133	0.65	0.41	0.69	0.73	100.00%
CP002684.1	21230136	21230468	21230139	21230486	0.58	0.81	0.78	0.76	99.10%
CP002684.1	21413370	21413737	21413304	21413737	0.12	0.43	0.55	0.35	100.00%
CP002684.1	21448918	21449136	21448921	21449136	0.24	0.23	0.50	0.50	98.63%
CP002684.1	21456205	21456435	21456256	21456474	0.09	0.07	0.60	0.66	77.92%
